startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0313,Dhruva Space,,,https://www.dhruvaspace.com,2012,,,Growth (institutional space-tech fund backed),spacetech infra,,"Full-stack space infra (satellite platforms, deployment, ground)",,Hyderabad,Telangana,India,,,,,"5142.0 Mn INR (equity, DERIVED)",,UNKNOWN (fund investment; round type unverified),,,,,,,,,,,private,unchecked (not in linkcheck set),https://indianstartupnews.com/,https://www.dhruvaspace.com/careers,2026-09-14,MEDIUM,,GAPS: Round type/date for Antariksh investment unverified.; Prior funding rounds unverified.; CIN/incorporation date not verified from registry.; No financials found. | last_funding_date stated loosely: UNKNOWN-2025/26,Mature private company
S0314,Nawgati,,,https://www.nawgati.com,,,Active,Series A,fuel-tech,,,,Delhi NCR,Delhi,India,,,,,"666.6 Mn INR (equity, DERIVED)",,Pre-Series A,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.nawgati.com,https://www.nawgati.com/careers,2026-09-14,MEDIUM,,GAPS: Founded date not verified; Full founder list not confirmed; City may be Noida based on some sources | last_funding_date stated loosely: May 2025,Startup
S0315,Zaggle,,,https://zaggle.com,,,Active,Listed,fintech/spend management,,,,Hyderabad,Telangana,India,,,,,"1134.4 Mn INR (equity, DERIVED)",,Post-IPO,,,FY25,,26.1,FY25 crore INR,,,,,Public,unchecked (not in linkcheck set),https://zaggle.com,,2026-09-14,MEDIUM,,GAPS: Founded date not verified; Full funding round details not sourced; City confirmed as Hyderabad from batch data | last_funding_date stated loosely: Jan 2023,Public company
S0316,R for Rabbit,R for Rabbit Baby Products Private Limited,,https://www.brandforce.com,2014,2014-01-08,Active,Growth,d2c baby products,,D2C e-commerce + omnichannel retail,,Ahmedabad,Gujarat,India,HQ,"52, D Block, Palm Greens, Sur No. 4/1, 13/3/1, TP-84/A, Near Torrent Power, Makarba, Ahmedabad, Gujarat, India, 380051",147,,"4937.8 Mn INR (equity, DERIVED)",2025-08-19,Primary-Secondary,,170,FY24,FY24 crore INR,,,,U36940GJ2014PTC078205,,,Private,unchecked (not in linkcheck set),https://www.brandforce.com,,2026-09-14,HIGH,SRC03647,CONFLICT[official_website]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[website]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[total_funding_disclosed]: Discrepancy likely due to different treatment of secondary vs primary amounts an | CONFLICT[funding_rounds[0].amount]: $27M ≈ Rs 225-240 crore depending on exchange rate at time. Both refer to the sa | CONFLICT[company.city]: Ahmedabad is confirmed as registered office and HQ. Mumbai reference in BioMimic | GAPS: Full founder list not confirmed; City confirmed as Ahmedabad from batch data; Founded date 2014 from Inc42 captable,Scale-up
S0317,BharatAgri,,,,,,Defunct — shut down operations Nov 2025 after failing to secure new funding; funding crunch; mounting losses,,agritech,,AI-led agritech platform,,Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-,Former startup
S0318,BluSmart,,,,,,Defunct — NCLT Ahmedabad admitted into insolvency Jul 2025; SEBI probe into alleged founder fund misuse; refunds crisis; wallet funds stuck,,ev ride-hailing,,EV ride-hailing platform,,Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-,Former startup
S0319,Yantra Packs,,,https://www.yantrapacks.com/,,,Active,Seed,logistics packaging,,,,Gurugram,Haryana,India,,,,,"120.0 Mn INR (equity, DERIVED)",,Seed,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.yantrapacks.com/,,2026-09-14,MEDIUM,,GAPS: Founded date not verified; Full founder list not confirmed; Exact announcement date within Aug 2026 not pinpointed | last_funding_date stated loosely: Aug 2026,Startup
S0320,Cradlewise,Cradlewise Innovations Private Limited,,https://cradlewise.com,,2019-04-08,Active,Series A,d2c / baby tech,,D2C hardware + subscription,,Bengaluru,Karnataka,India / United States,HQ,"A-102, Surakshaa Fairview, Near Sai Baba Ashram, Belathur, Kadugodi, Bengaluru, Karnataka, India",65,2026-05-31,"2124.2 Mn INR (equity, DERIVED) + 137.4 Mn INR (debt)",,Series A,,10,FY25,FY25 crore INR,,,,U36999KA2019PTC123276,,,Private,unchecked (not in linkcheck set),https://cradlewise.com,https://cradlewise.com/en-IN/careers/,2026-09-14,HIGH,SRC03677,CONFLICT[funding_total]: Tracxn shows 5 rounds including Angel ($3.9M) and Debt ($1.8M) not counted by St | CONFLICT[founding_year]: 2017 is when the idea/prototype started (home-engineered product); 2019 is when | CONFLICT[founding_year]: LinkedIn shows 2018; most press says 2019. Angel round was Feb 2018 per Tracxn. | CONFLICT[hq_location]: HT article calls it 'Bengaluru woman's startup' referring to Radhika's origin. C | GAPS: Founded date not verified; Full founder list not confirmed; Exact city may need verification | last_funding_date stated loosely: Sep 2026,Startup
S0321,Jaipur Robotics,,,https://jaipurrobotics.com,,,Active,Seed,robotics / computer vision,,,,"Manno, Switzerland",,India,,,,,,2026-09-07,Seed,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://jaipurrobotics.com,https://jaipurrobotics.com/careers/,2026-09-14,MEDIUM,,GAPS: Not an Indian startup — HQ in Switzerland; batch listed under Jaipur Robotics but company is Swiss; Founded date not verified; Full founder list not confirmed,Startup
S0322,InsuranceDekho,D2C Insurance Broking Private Limited,,https://www.insurancedekho.com,,2016-05-02,Active,Growth,insurtech,,B2B2C insurance aggregator via POSP agents; also D2C digital platform and corporate insurance broking,,Gurugram,Haryana,India,Corporate Office,"1st Floor, Plot No. 22, AG Block, Shalimar Bagh, North West Delhi, Delhi – 110088",2362,,"104316.9 Mn INR (equity, DERIVED)",,Merger,,1290,FY25,FY25 crore INR,,,,U66030DL2013PTC249265,,,Private,unchecked (not in linkcheck set),https://www.insurancedekho.com,https://careers.insurancedekho.com/,2026-09-14,HIGH,SRC03697,CONFLICT[founding_year]: Incorporation date is 02 May 2016 per CSR policy; Avataar VC states 'Founded in | CONFLICT[funding_round_labels]: Moneycontrol and Entrackr describe Feb 2023 as Series A equity round; Tracxn cat | CONFLICT[valuation_at_Series_C]: Moneycontrol quotes founder saying $70M raised at slight premium to previous $70 | GAPS: Founded date not verified; Full founder list not confirmed; Exact IPO valuation not specified | last_funding_date stated loosely: Sep 2025,Mature private company
S0323,MOPP Foods (Moppfoods),,Moppfoods,https://www.moppfoods.com,2019,,Active,Growth,foodtech cloud kitchen,,,,Gurugram,Haryana,India,,,,,,,Strategic Investment,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.moppfoods.com,,2026-09-14,MEDIUM,,GAPS: Founded date 2019 from Inc42; Full funding details not disclosed; City confirmed as Gurugram from batch data | last_funding_date stated loosely: Mar 2025,Startup
S0324,RenewBuy,,,https://www.renewbuy.com/,2015,,MERGED — merged into InsuranceDekho; merger completed ~Sep 2026,,insurtech,,insurance distribution platform (phygital),,Gurugram,Haryana,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.renewbuy.com/,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-,Acquired (operating)
S0325,Yubi,,,https://yubi.com,2020,,,unicorn,fintech/debt marketplace,,debt marketplace platform connecting lenders and borrowers,,Chennai,Tamil Nadu,India,,,,,,,equity+debt,,,,,,,,,,,private,unchecked (not in linkcheck set),https://yubi.com,,2026-09-14,MEDIUM,,GAPS: Exact valuation not disclosed; unicorn status inferred from multiple sources; Incorporation date and CIN not verified from registry sources | last_funding_date stated loosely: Nov 2025,Other - status unverified
S0326,Guickly,,,https://www.guickly.com,2026,,,seed,AI,,enterprise AI measurement and cost management platform,,Bengaluru,Karnataka,India,,,,,,,seed,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.guickly.com,https://www.guickly.com/company/careers,2026-09-14,MEDIUM,,GAPS: City listed as Bengaluru based on YourStory/ascendants.in references; some US-focused articles describe it as San Jose — likely dual HQ or US entity; Exact incorporation date and CIN not verified; Lead investor name 'Engineering Capital' fr | last_funding_date stated loosely: Aug 2026,Other - status unverified
S0327,Zoplar,,,,,,"SHUTDOWN — May 2025; regulatory crackdown on refurbished medical imports, ~1 month after $3.4M raise; 45 laid off",,healthtech,,refurbished medical device imports,,Unknown,,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-,Former startup
S0328,Navata Supply Chain Solutions,,,https://navatascs.com/,2020,,,early_growth,logistics last-mile,,tech-enabled B2B last-mile integrated logistics platform,,Hyderabad,Telangana,India,,,,,,,Series A (or equivalent),,,,,,,,,,,private,unchecked (not in linkcheck set),https://navatascs.com/,https://navatascs.com/careers/,2026-09-14,MEDIUM,,GAPS: Founders not identified in search results; CIN and incorporation date not verified from registry sources; Exact round type unclear (Series A vs other) | last_funding_date stated loosely: Oct 2025,Other - status unverified
S0329,Astra,,,,,,SHUTDOWN — July 2025; co-founder clash; ~106 stranded; Aravind Srinivas-backed,,AI agents SaaS,,AI-powered sales workflow automation SaaS,,Unknown,,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active- | founded_date stated loosely: ~2023,Former startup
S0330,mPokket,,,https://www.mpokket.in,2016,,,growth,fintech/lending,,"quick personal loans platform for Indian youth (up to ₹50,000)",,Kolkata,West Bengal,India,,,,,,,funding,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.mpokket.in,https://www.mpokket.in/career,2026-09-14,MEDIUM,,GAPS: Founders not identified in search results; Specific funding amounts and rounds not found in search results; CIN and incorporation date not verified; Exact valuation not disclosed,Other - status unverified
S0331,StockEdge/Kredent,,,https://stockedge.com/,,,,growth,fintech/market analytics,,market analytics and fintech platform,,Kolkata,West Bengal,India,,,,,,,seed/early,,,,,,,,,,,private,unchecked (not in linkcheck set),https://stockedge.com/,https://www.indiatoday.in/education-today/jobs-and-careers/story/career-in-stock-market-risks-myths-and-education-in-india-1826132-2021-07-09,2026-09-14,MEDIUM,,"GAPS: Founders not identified in search results; StockEdge and Kredent relationship unclear — may be same entity or related brands; CIN, incorporation date not verified; Recent funding rounds not found | last_funding_date stated loosely: Sep 2018",Other - status unverified
S0332,EyeROV,,,https://eyerov.com,,,,growth,robotics marine,,"underwater drones and remotely operated vehicles for inspection, rescue, defence, and industrial applications",,Kochi,Kerala,India,,,,,,,contract,,,,,,,,,,,private,unchecked (not in linkcheck set),https://eyerov.com,https://eyerov.com/company/careers/,2026-09-14,MEDIUM,,GAPS: Founders not identified in search results; CIN and incorporation date not verified; Exact founding year not confirmed; Total funding beyond known rounds not disclosed | last_funding_date stated loosely: Oct 2025,Other - status unverified
S0333,iHub Robotics,,,https://www.ihubrobotics.com,,,,early,robotics humanoid,,humanoid robotics manufacturing,,Kochi,Kerala,India,,,,,,,pre-seed,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.ihubrobotics.com,https://www.ihubrobotics.com/careers,2026-09-14,MEDIUM,,GAPS: CIN and incorporation date not verified; Exact founding year not confirmed; Investors not identified in search results; Total funding beyond pre-seed not disclosed | last_funding_date stated loosely: Mar 2025,Other - status unverified
S0334,AU Small Finance Bank,,,https://smallfinance.in,,,,,,,,,Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://timesofindia.indiatimes.com/,https://timesofindia.indiatimes.com/education/from-mid-career-manager-to-senior-leadership-how-iim-kozhikodes-epgp-powers-the-transition/articleshow/134070201.cms,2026-09-14,MEDIUM,,,Other - status unverified
S0335,Climatech Environment,,,,,,,,,,,,Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,,Other - status unverified
S0336,Finova Capital,,,https://finovacapital.com,,,,,,,,,Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://finovacapital.com/,https://finova.in/jobs,2026-09-14,MEDIUM,,,Other - status unverified
S0337,Garuda Aerospace,,,https://www.garudaaerospace.com/,,,,,,,,,Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.garudaaerospace.com/,,2026-09-14,MEDIUM,,,Other - status unverified
S0338,Hisabkitab,,,https://hisabkitab.in,,,Active,Seed,saas accounting,,AI-powered cloud accounting SaaS,,Surat,Gujarat,India,,,,,,2026-07-15,Seed,,,,,,,,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://hisabkitab.in,,2026-09-14,MEDIUM,,GAPS: Founder names not identified; CIN not verified; Incorporation date unknown; No financial data; No detailed product information,Startup
S0339,Pickkup,,,https://www.pickkup.io/,,,Active,Seed,ev logistics,,EV-based mid-mile and last-mile logistics,,Chandigarh,Chandigarh,India,,,,,,2025-02-27,Seed,,,,,,,,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://www.pickkup.io/,,2026-09-14,MEDIUM,,GAPS: Founder names not identified; CIN not verified; Incorporation date unknown; No financial data; No detailed revenue information,Startup
S0340,ShopKirana,,,https://www.shopkirana.com,2015,2015,Active (Acquired by Udaan),Acquired,b2b retail supply,,B2B e-commerce platform for kirana stores,,Indore,Madhya Pradesh,India,,,,,,2022-01-26,Series C,,,,,,,,UNKNOWN,Udaan,Udaan,Private,unchecked (not in linkcheck set),https://www.shopkirana.com,https://www.shopkirana.com/career,2026-09-14,MEDIUM,,GAPS: Founder names not identified; CIN not verified; Incorporation date approximate (2015); Post-acquisition operational details limited,Acquired (operating)
S0341,Theater,,,https://www.theater.xyz,2021,2021,Active,Series A,fashion / d2c,,D2C women's fashion brand,,Chandigarh,Chandigarh,India,,,,,,2026-09-10,Series A,,,,,,,,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://www.theater.xyz,,2026-09-14,MEDIUM,,GAPS: Founder names not identified; CIN not verified; Incorporation date approximate (2021); No financial data; No detailed product information,Startup
S0342,Advaita Interactive,,,https://advaitainteractive.com,,,,,,,,,Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://advaitainteractive.com/,,2026-09-14,MEDIUM,,,Other - status unverified
S0343,Lissun,,,https://www.lissun.app/,2021,,ACTIVE,Series A,mental health / healthtech,,AI-powered mental health EAP platform,,Gurugram,Haryana,India,,,,,,,Pre-Series A,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.lissun.app/,,2026-09-14,MEDIUM,,last_funding_date stated loosely: {'v': 'Sep 2025'},Startup
S0344,Aeron Systems,,,https://aeron.com,,,ACTIVE,Pre-Series B,aerospace / defence deeptech,,"Deep-tech navigation, weather sensing and intelligent monitoring solutions",,Pune,Maharashtra,India,,,,,,,Pre-Series B,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://aeron.com,https://aeron.com/pages/career,2026-09-14,MEDIUM,,city per Tracxn / IndianStartupNews | GAPS: Founded date not verified; Founders not identified; Valuation not disclosed; City beyond Pune (registered office) not confirmed; CIN not found | last_funding_date stated loosely: {'v': 'Sep 2026'},Startup
