task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT2528,S0279,DigitalPaani,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2529,S0279,DigitalPaani,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2530,S0280,Yuma Energy,financials,P2,unassigned,,,,gap: financials at coverage 0 for Deep record (Startup; priority 33.4 score),not_started,0
RT2531,S0280,Yuma Energy,traction,P2,unassigned,,,,gap: traction at coverage 0 for Deep record (Startup; priority 33.4 score),not_started,0
RT2532,S0280,Yuma Energy,customers,P2,unassigned,,,,gap: customers at coverage 0 for Deep record (Startup; priority 33.4 score),not_started,0
RT2533,S0280,Yuma Energy,legal,P2,unassigned,,,,gap: legal at coverage 0 for Deep record (Startup; priority 33.4 score),not_started,0
RT2534,S0281,Solinas Integrity,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2535,S0281,Solinas Integrity,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2536,S0281,Solinas Integrity,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2537,S0281,Solinas Integrity,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2538,S0281,Solinas Integrity,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2539,S0281,Solinas Integrity,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2540,S0281,Solinas Integrity,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2541,S0281,Solinas Integrity,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2542,S0281,Solinas Integrity,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 0.0 score),not_started,0
RT2543,S0282,Covrzy,founders,P4,unassigned,,,,gap: founders at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2544,S0282,Covrzy,funding,P4,unassigned,,,,gap: funding at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2545,S0282,Covrzy,investors,P4,unassigned,,,,gap: investors at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2546,S0282,Covrzy,financials,P4,unassigned,,,,gap: financials at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2547,S0282,Covrzy,products,P4,unassigned,,,,gap: products at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2548,S0282,Covrzy,traction,P4,unassigned,,,,gap: traction at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2549,S0282,Covrzy,people,P4,unassigned,,,,gap: people at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2550,S0282,Covrzy,customers,P4,unassigned,,,,gap: customers at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2551,S0282,Covrzy,legal,P4,unassigned,,,,gap: legal at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2552,S0282,Covrzy,locations,P4,unassigned,,,,gap: locations at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2553,S0282,Covrzy,events,P4,unassigned,,,,gap: events at coverage 0 for Candidate record (Former startup; priority 3.1 score),not_started,0
RT2554,S0284,Smartworks,identity,P2,unassigned,,,,gap: identity at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2555,S0284,Smartworks,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2556,S0284,Smartworks,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2557,S0284,Smartworks,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2558,S0284,Smartworks,financials,P2,unassigned,,,,gap: financials at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2559,S0284,Smartworks,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2560,S0284,Smartworks,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2561,S0284,Smartworks,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2562,S0284,Smartworks,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2563,S0284,Smartworks,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2564,S0284,Smartworks,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2565,S0284,Smartworks,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Public company; priority 36.4 score),not_started,0
RT2566,S0287,Spinny,identity,P1,unassigned,,,,gap: identity at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2567,S0287,Spinny,founders,P1,unassigned,,,,gap: founders at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2568,S0287,Spinny,funding,P1,unassigned,,,,gap: funding at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2569,S0287,Spinny,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2570,S0287,Spinny,financials,P1,unassigned,,,,gap: financials at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2571,S0287,Spinny,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2572,S0287,Spinny,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2573,S0287,Spinny,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2574,S0287,Spinny,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2575,S0287,Spinny,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2576,S0287,Spinny,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2577,S0287,Spinny,events,P1,unassigned,,,,gap: events at coverage 0 for Enriched record (Mature private company; priority 42.8 score),not_started,0
RT2578,S0290,Runable,investors,P2,unassigned,,,,gap: investors at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2579,S0290,Runable,products,P2,unassigned,,,,gap: products at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2580,S0290,Runable,traction,P2,unassigned,,,,gap: traction at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2581,S0290,Runable,people,P2,unassigned,,,,gap: people at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2582,S0290,Runable,customers,P2,unassigned,,,,gap: customers at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2583,S0290,Runable,legal,P2,unassigned,,,,gap: legal at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2584,S0290,Runable,locations,P2,unassigned,,,,gap: locations at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2585,S0290,Runable,events,P2,unassigned,,,,gap: events at coverage 0 for Intelligence-grade record (Startup; priority 33.4 score),not_started,0
RT2586,S0291,GreenLine,identity,P2,unassigned,,,,gap: identity at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2587,S0291,GreenLine,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2588,S0291,GreenLine,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2589,S0291,GreenLine,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2590,S0291,GreenLine,financials,P2,unassigned,,,,gap: financials at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2591,S0291,GreenLine,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2592,S0291,GreenLine,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2593,S0291,GreenLine,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2594,S0291,GreenLine,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2595,S0291,GreenLine,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2596,S0291,GreenLine,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2597,S0291,GreenLine,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Scale-up; priority 36.9 score),not_started,0
RT2598,S0292,IDfy,identity,P1,unassigned,,,,gap: identity at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2599,S0292,IDfy,founders,P1,unassigned,,,,gap: founders at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2600,S0292,IDfy,funding,P1,unassigned,,,,gap: funding at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2601,S0292,IDfy,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2602,S0292,IDfy,financials,P1,unassigned,,,,gap: financials at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2603,S0292,IDfy,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2604,S0292,IDfy,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2605,S0292,IDfy,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2606,S0292,IDfy,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2607,S0292,IDfy,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2608,S0292,IDfy,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2609,S0292,IDfy,events,P1,unassigned,,,,gap: events at coverage 0 for Enriched record (Mature private company; priority 39.6 score),not_started,0
RT2610,S0293,QWEEN,identity,P2,unassigned,,,,gap: identity at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2611,S0293,QWEEN,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2612,S0293,QWEEN,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2613,S0293,QWEEN,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2614,S0293,QWEEN,financials,P2,unassigned,,,,gap: financials at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2615,S0293,QWEEN,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2616,S0293,QWEEN,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2617,S0293,QWEEN,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2618,S0293,QWEEN,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2619,S0293,QWEEN,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2620,S0293,QWEEN,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2621,S0293,QWEEN,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Scale-up; priority 33.5 score),not_started,0
RT2622,S0294,The Whole Truth,identity,P1,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
RT2623,S0294,The Whole Truth,founders,P1,unassigned,,,,gap: founders at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
RT2624,S0294,The Whole Truth,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
RT2625,S0294,The Whole Truth,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
RT2626,S0294,The Whole Truth,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
RT2627,S0294,The Whole Truth,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 15.2 score),not_started,0
