event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT01486,S0309,2026-09,,event,TechGALA Japan Selection,Kepler Aerospace selected among Top 5 Indian startups for TechGALA Japan in Nagoya. India Accelerator and 01Booster Inc. facilitated.,SRC03588,MEDIUM
EVT01487,S0309,2026-09,,event,IN-SPACe Chairman Visit at BSX 2026,"Pawan Goenka, Chairman of IN-SPACe, visited Kepler Aerospace at Bengaluru Space Expo 2026.",SRC03588,MEDIUM
EVT01488,S0310,2020-11-24,,funding,"Series E: $200M at $1B valuation, becomes unicorn",DST Global led Series E turning Cars24 into a unicorn,SRC03607,HIGH
EVT01489,S0310,2021-09-08,,funding,Series F: $450M at $1.84B valuation,"SoftBank Vision Fund, DST Global, Alpha Wave, Tencent led $340M equity + $110M debt",SRC03603,HIGH
EVT01490,S0310,2021-12-20,,funding,Series G: $400M at $3.3B valuation,Alpha Wave Global led $300M equity + $100M debt; nearly doubled valuation,SRC03595,HIGH
EVT01491,S0310,2025-04-23,,acquisition,Acquired Team-BHP,Acquired automotive community forum Team-BHP; financial terms undisclosed,SRC03616,HIGH
EVT01492,S0310,2025-04-29,,layoffs,Laid off 200 employees after Team-BHP acquisition,Layoffs in product and technology verticals to cut costs,SRC03623,HIGH
EVT01493,S0310,2026-01-05,,acquisition,Acquired CarInfo (Velocitypedia) for ~Rs 118 crore,"Vehicle information management platform; 12M+ monthly users; MCA filing for 92,292 CCDs",SRC03624,HIGH
EVT01494,S0310,2026-03-01,,leadership,Himanshu Ratnoo exited as CEO India Used-Car Business,Departed ahead of IPO preparations,SRC03601,HIGH
EVT01495,S0310,2026-04-29,,leadership,Gajendra Jangid stepped down as CMO,Stepped back from day-to-day operations; remains advisor for brand and Crashfree,SRC03611,HIGH
EVT01496,S0310,2026-04-30,,leadership,Mehul Agrawal stepped down as COO,Second founder exit in two days; remains on Board; cited first global profitable quarter,SRC03601,HIGH
EVT01497,S0310,2026-05-07,,financial,First-ever quarterly EBITDA profit (Q4 FY26),Adjusted EBITDA profit of Rs 20 crore in March quarter; milestone for company,SRC03600,HIGH
EVT01498,S0310,2026-01-15,,ipo,IPO plans announced (6-12 months),CEO Vikram Chopra announced IPO plans after H1 FY26 results; company working on reverse flip from Singapore to India,SRC03596,HIGH
EVT01499,S0310,2025-03-01,,partnership,New car aggregator platform launched,Ventured into new car market with aggregator platform providing real-time city-wise prices,SRC03617,HIGH
EVT01500,S0312,,2025-09-22,funding,$23M Series C led by Iron Pillar,"$23M Series C led by Iron Pillar; expand manufacturing, accelerate international growth.",SRC03627,HIGH
EVT01501,S0313,,,funding,Rs 60 Cr Antariksh Venture Fund investment,Rs 60 Cr from Antariksh Venture Capital Fund — fund's debut investment.,SRC03632,MEDIUM
EVT01502,S0314,May 2025,,funding,Nawgati raises $2.5M pre-Series A,Shark Tank India-featured fuel-tech startup raises $2.5M,SRC03637,HIGH
EVT01503,S0314,Mar 2026,,product_launch,Nawgati launches Aaveg Pro,All-in-one fuel retail operations platform launched at Petrol Dealers Association Pune,SRC03636,MEDIUM
EVT01504,S0314,Dec 2025,,expansion,Nawgati enters Sri Lanka,"Established HQ in Colombo, deployed Aaveg platform and consumer app",SRC03638,MEDIUM
EVT01505,S0315,Aug 2025,,financial,Zaggle Q1 FY26 profit up 56% YoY,"Net profit Rs 26.1 crore, revenue up 32% YoY",SRC03640,HIGH
EVT01506,S0316,Aug 2025,,funding,R for Rabbit closes $27M round,Led by Filter Capital and 3one4 Capital; early investor exited,SRC03644,HIGH
EVT01507,S0316,2014-01-08,,founding,R for Rabbit incorporated,"R for Rabbit Baby Products Private Limited incorporated on 08 January 2014 in Ahmedabad, Gujarat",SRC03647,HIGH
EVT01508,S0316,2014,,product_launch,First product launched: Cradle and Crib,Three-in-one cot/crib/playpen launched as first product; brand started as side hustle with ~Rs 40 lakh from founders' savings,SRC03650,HIGH
EVT01509,S0316,2021-10-27,,funding,Rs 40 Cr funding from Xponentia Capital Partners,D2C baby products brand raised Rs 40 crore from private equity firm Xponentia Capital Partners,SRC03659,HIGH
EVT01510,S0316,2022,,product_launch,Baby Feather Diapers and baby care range launched,"Introduced Baby Feather Diapers wipes and Diaper Bin; also launched exclusive baby products range including cream, lotion, soap, shampoo, powder, and massage oil",SRC03654,MEDIUM
EVT01511,S0316,2023,,funding,Negen Capital investment,Negen Capital invested in R for Rabbit; amount undisclosed,SRC03649,MEDIUM
EVT01512,S0316,2025-07-16,,funding_announcement,Exclusive: R for Rabbit to raise $27 Mn,"Entrackr exclusively reported R for Rabbit raising Rs 110 crore primary capital in Series B led by Filter Capital, with 3one4 Capital participating; Xponentia to exit with Rs 120 crore",SRC03649,HIGH
EVT01513,S0316,2025-08-19,,funding,R for Rabbit closes $27M Series B,"Series B round closed: Rs 110 crore primary (Filter Rs 70Cr, 3one4 Rs 40Cr) + secondary exit for Xponentia (Rs 120Cr). Post-money valuation ~Rs 850 crore. 3one4 became largest external stakeholder at 14.12%.",SRC03648,HIGH
EVT01514,S0316,2026-08-20,,product_launch,BioMimic range launched,"World's first BioMimic range of 10 baby and kids' care products based on biomimicry principles. Includes Aqua Cream, Shampoo, Body Lotion, Bathing Bar, Head-to-Toe Wash, Face Cream, Diaper Rash Cream, Powder, Toothpaste, Chest Rub.",SRC03653,HIGH
EVT01515,S0319,Aug 2026,,funding,Yantra Packs raises Rs 12Cr seed,Asset-pooling and reusable packaging startup for industrial supply chains,SRC03667,HIGH
EVT01516,S0320,Sep 2026,,funding,Cradlewise raises $12M Series A,AI-focused consumer technology company developing products for infant and child sleep,SRC03671,HIGH
EVT01517,S0320,2018-02-06,,funding,Angel round raised,Angel funding round with Visvesvaraya Pentakota and Ravi Ayyagari,SRC03686,MEDIUM
EVT01518,S0320,2019-01-01,,funding,$1M seed funding raised,Raised $1 million in funding per company timeline,SRC03675,MEDIUM
EVT01519,S0320,2020-01-01,,award,TIME Best Inventions Award,Won TIME's Best Inventions Award,SRC03675,MEDIUM
EVT01520,S0320,2020-01-01,,launch,Pilot program launched in San Francisco,Launched pilot program in San Francisco,SRC03675,MEDIUM
EVT01521,S0320,2021-07-14,,funding,$7M seed funding raised,"Raised $7 million in seed funding from Sean O'Sullivan Ventures, Footwork VC, Better Capital",SRC03678,MEDIUM
EVT01522,S0320,2022-01-01,,launch,Began shipping cribs across US,Cradlewise began shipping cribs across the United States,SRC03675,HIGH
EVT01523,S0320,2023-01-01,,partnership,Babylist retail partnership launched,First retail partnership with Babylist; Cradlewise available in Beverly Hills retail store,SRC03675,HIGH
EVT01524,S0320,2024-01-01,,traction,15 million hours of sleep clocked,Cradlewise platform reached 15 million hours of sleep data,SRC03675,MEDIUM
EVT01525,S0320,2025-05-01,,product,Subscription plans introduced,Moved from one-time pricing to subscription plans for new buyers,SRC03681,MEDIUM
EVT01526,S0320,2025-01-01,,traction,50 million hours of sleep clocked,Cradlewise platform reached 50 million hours of sleep data,SRC03675,MEDIUM
EVT01527,S0320,2026-09-04,,partnership,Love To Dream partnership announced,New partnership with Love To Dream to make sleep safer for little ones,SRC03688,MEDIUM
EVT01528,S0320,2026-09-03,,funding,$12M Series A raised,Series A led by 3one4 Capital and Prudent Investment Management; total funding reaches $26M,SRC03671,HIGH
EVT01529,S0321,"Sep 7, 2026",,funding,Jaipur Robotics raises €4.3M seed,AI operating system for waste-to-energy and industrial plants; computer vision and automation,SRC03690,HIGH
EVT01530,S0322,Sep 2025,,merger,InsuranceDekho merges with RenewBuy,Share swap merger valuing combined entity at ₹7400 crore; Ankit Agrawal as CEO,SRC03715,HIGH
EVT01531,S0322,Sep 2026,,ipo,InsuranceDekho to file DRHP by September-end,Planning IPO at valuation around reported figure,SRC03695,MEDIUM
EVT01532,S0322,2023-02-09,,funding,InsuranceDekho raises $150M in Series A led by Goldman Sachs and TVS Capital,"First external investment round; Rs 300 crore ($36.5M) led by West Street Global (Goldman Sachs investment arm) with TVS Capital Fund; valued at Rs 1,100 crore",SRC03708,HIGH
EVT01533,S0322,2023-10-06,,funding,InsuranceDekho raises $60M in Series B led by MUFG and BNP Paribas Cardif,Series B round led by Mitsubishi UFJ Financial Group and BNP Paribas Cardif; valuation around $700-750 million,SRC03699,HIGH
EVT01534,S0322,2025-09-01,,merger,InsuranceDekho merges with RenewBuy,"Share swap merger valuing combined entity at approximately Rs 7,400 crore; Ankit Agrawal as CEO of combined entity; creates India's second-largest insurance aggregator",SRC03694,HIGH
EVT01535,S0322,2025-03-04,,funding,"InsuranceDekho raises $70M in Series C co-led by Beams Fintech Fund, MUFG, BNP Paribas Cardif",Primary capital raised at slight premium to previous $700-750M valuation; round ongoing with possibility of extending to $85M; 1.02 crore customers served,SRC03699,HIGH
EVT01536,S0322,2024-07-01,,regulatory,InsuranceDekho receives IRDAI composite insurance broking licence,"Composite insurance broking licence from IRDAI, paving way for entry into reinsurance broking",SRC03701,MEDIUM
EVT01537,S0322,2025-01-01,,legal,GST department raids InsuranceDekho Gurugram headquarters,GST department raided Gurugram headquarters over alleged tax evasion,SRC03701,MEDIUM
EVT01538,S0322,2024-01-01,,award,InsuranceDekho wins Bharat Insurtech of the Year award,Ankit Agrawal named among notable founders; Forbes India recognition,SRC03716,MEDIUM
EVT01539,S0322,2025-01-01,,award,InsuranceDekho wins InsureTech Startup of the Year at Startup Awards 2025,Entrepreneur India recognition; also Great Place To Work certified for third consecutive year (2022-2025),SRC03717,MEDIUM
EVT01540,S0322,2026-07-14,,ipo,"InsuranceDekho plans to file DRHP by September 2026 for Rs 2,500-3,000 crore IPO at Rs 9,500 crore valuation",IPO preparations; DRHP filing planned by end of September 2026; public issue expected to comprise fresh issue and OFS; targeting listing by March 2027,SRC03695,MEDIUM
EVT01541,S0322,2026-01-22,,corporate_restructuring,"InsuranceDekho raises Rs 38.5 Cr in corporate restructuring from Goldman Sachs, TVS Capital, Eytukan Holdings",Corporate restructuring within Cardekho group,SRC03707,MEDIUM
EVT01542,S0323,Mar 2025,,investment,Kouzina Food Tech invests in MOPP Foods,Strategic investment in Shark Tank India-featured cloud kitchen startup,SRC03720,HIGH
EVT01543,S0323,May 2025,,partnership,Swiggy sells private label brands to Kouzina,"Swiggy transferred private label brands to cloud kitchen operator Kouzina, which also invested in MOPP Foods",SRC03723,MEDIUM
EVT01544,S0326,2026-08-22,,funding_announcement,Guickly raises $4.2M seed funding,"Former Google AI lead Prashant Jalan launches Guickly, an enterprise AI measurement startup",SRC03732,HIGH
EVT01545,S0328,2025-10-06,,funding_announcement,Navata raises Rs 13.5 Cr led by Abyro Capital,Hyderabad-based Navata SCS secures Rs 13.5 Cr for last-mile integrated logistics,SRC03738,HIGH
EVT01546,S0330,2024-12-19,,company_profile,"mPokket operates in fintech offering quick personal loans up to ₹50,000","Founded in 2016, mPokket empowers India's youth with accessible personal loans",SRC03744,MEDIUM
EVT01547,S0331,2018-09-25,,funding_announcement,Kredent secures $1.1 Mn from Ramesh Damani and others,Fintech startup Kredent plans to use funds to introduce new and innovative products,SRC03746,HIGH
EVT01548,S0332,2025-10-30,,contract_award,EyeROV bags INR 47 Cr Indian Navy contract,EyeROV secured order for underwater remotely operated vehicles from Indian Navy,SRC03748,HIGH
EVT01549,S0332,2026-05-22,,partnership,EyeROV proposes India-Norway Marine Tech Innovation Corridor,EyeROV proposes India-Norway marine tech innovation corridor at Oslo Summit,SRC03752,MEDIUM
EVT01550,S0333,2025-03-18,,funding_announcement,iHub Robotics raises ₹4.3 Crore in pre-seed funding,iHub Robotics to establish India's largest humanoid robotics manufacturing facility,SRC03755,HIGH
EVT01551,S0333,2026-07-10,,media_feature,iHUB Robotics building humanoid robots from scratch,Athil Krishna of iHUB Robotics speaks about building humanoid robots that can replicate human tasks,SRC03754,HIGH
EVT01552,S0338,2026-07-15,2026-07-15,Funding,Hisabkitab raises seed funding at Rs 20 crore valuation,Surat-based fintech SaaS startup Hisabkitab raises seed funding to expand AI accounting platform and CA Partner Program,SRC03763,HIGH
EVT01553,S0339,2025-02-27,2025-02-27,Funding,Pickkup raises $500K seed funding,EV logistics startup Pickkup raises $500K seed funding led by We Founder Circle to expand electric fleet,SRC03767,HIGH
EVT01554,S0340,2025-07-18,2025-07-18,Acquisition,Udaan acquires ShopKirana in all-stock deal,B2B unicorn Udaan acquires Indore-based ShopKirana in all-stock transaction valued at ~$88.5M (Rs 1000 Cr),SRC03772,HIGH
EVT01555,S0341,2026-09-10,2026-09-10,Funding,Theater raises Rs 75 Cr Series A led by Niveshaay,D2C fashion startup Theater raises Rs 75 Cr Series A at Rs 410 Cr post-money valuation led by Niveshaay to expand offline,SRC03780,HIGH
EVT01556,S0344,2026-09-01,2026-09-01,funding,Aeron Systems raises Rs 45 crore in Pre-Series B,Pre-Series B funding round jointly led by Riverwalk and MGF-Kavachh,SRC03790,HIGH
EVT01557,S0345,2026-01-12,2026-01-12,shutdown,Alle shuts down operations,Elevation Capital-backed AI fashion stylist platform Alle officially shut its operations after six failed pivots,SRC03796,HIGH
EVT01558,S0347,2025-08-01,2025-08-05,layoff,Clear cuts 16% of workforce amid peak tax-filing season,Clear (formerly Cleartax) laid off around 16-25% of its workforce in restructuring,SRC03803,HIGH
EVT01559,S0348,2025-11-13,2025-11-13,merger,Unnati Agri and Gramophone to merge in share-swap deal,Agri tech platform Unnati Agri acquiring Gramophone in share-swap deal; Info Edge confirmed merger securing over 20% stake in combined entity,SRC03810,HIGH
EVT01560,S0348,2026-01-04,2026-01-04,merger_confirmation,Info Edge confirms Gramophone-Unnati merger,"Info Edge confirms merger of agritech startups Gramophone and Unnati through share swap, securing over 20% stake in combined entity",SRC03811,HIGH
EVT01561,S0349,2025-11-26,2025-11-26,product_launch,Indrajaal unveils AI-enabled Anti-Drone Patrol Vehicle,"Indrajaal unveiled the Indrajaal Ranger, India's first AI-enabled Anti-Drone Patrol Vehicle",SRC03819,HIGH
EVT01562,S0349,2026-01-07,2026-01-07,contract,Indrajaal bags Rs 100 crore defence ministry contracts,Secured Rs 100 crore defence ministry contracts to secure naval and army assets with autonomous anti-drone systems,SRC03815,HIGH
EVT01563,S0350,2026-08-07,2026-08-03,ipo,LEAP India IPO opens for bidding,"Rs 2480 crore IPO opened Aug 7 2026, seeking ~Rs 7000 crore valuation",SRC03822,HIGH
EVT01564,S0350,2026-08-14,2026-08-14,listing,LEAP India shares list at 4% premium over IPO price on NSE,Shares debuted on stock exchanges at premium; GMP of Rs 16 indicated ~8% listing gain,SRC03823,HIGH
EVT01565,S0351,2025-03-03,2025-03-03,layoff,Ola Electric to cut 1000 jobs,Second round of layoffs; over 1000 jobs cut amid rising losses,SRC03827,HIGH
EVT01566,S0351,2026-01-30,2026-01-30,layoff,Ola Electric to lay off 5% of workforce,Restructuring aimed at improving profitability through automation,SRC03828,HIGH
EVT01567,S0352,2026-09-01,2026-09-01,acquisition,Adobe acquires Peak XV-backed AI martech startup Rilo,"Adobe acquired Rilo for an undisclosed amount, including technology licensing and bringing its six-person team",SRC03831,HIGH
EVT01568,S0353,2025-06-09,2025-06-09,funding,Sanlayan raises Rs 186 Cr in Series A funding,"Series A funding led by Ashish Kacholia, Jungle Ventures, and others",SRC03838,HIGH
